system_ind,typology
0028000000000000d4b0,MUR/LWAL/DNO
"00280000000000014d65",MUR/LWAL/DNO
0028000000000002c5d4,MUR/LWAL/DNO
0028000000000002c5e1,MUR/LWAL/DNO
0028000000000002c616,MUR/LWAL/DNO
"00280000000000039213",MUR/LWAL/DNO
0028000000000001dccd,MUR/LWAL/DNO
0028000000000003929b,MUR/LWAL/DNO
0028000000000002addc,CR/LFINF/DNO
0028000000000000693a,MUR/LWAL/DNO
"00280000000000006940",MUR/LWAL/DNO
0028000000000000699e,MUR/LWAL/DNO
0028000000000002ae51,CR/LFINF/DNO
0028000000000001bf83,MUR/LWAL/DNO
0028000000000003694e,MUR/LWAL/DNO
00280000000000000f4b,MUR/LWAL/DNO
00280000000000000fbc,MUR/LWAL/DNO
00280000000000003c75,MUR/LWAL/DNO
00280000000000003ca8,MR/LWAL/DNO
00280000000000011dbf,CR/LFINF/DUC
00280000000000024ead,CR/LDUAL/DUC
00280000000000024eb4,MUR/LWAL/DNO
"00280000000000011e63",MUR/LWAL/DNO
00280000000000011e6e,MUR/LWAL/DNO
00280000000000011e8c,MUR/LWAL/DNO
00280000000000019fef,MUR/LWAL/DNO
00280000000000033c7a,MUR/LWAL/DNO
0028000000000001a05e,MUR/LWAL/DNO
00280000000000033ce7,MUR/LWAL/DNO
00280000000000033ce9,CR/LFINF/DUC
00280000000000022fa2,MUR/LWAL/DNO
0028000000000000f0b7,MUR/LWAL/DNO
0028000000000000f0d0,MUR/LWAL/DNO
0028000000000000f0d9,CR/LWAL/DUC
0028000000000000f0fe,MUR/LWAL/DNO
"002800000000000161e5",MUR/LWAL/DNO
0028000000000001620f,MUR/LWAL/DNO
"00280000000000016211",MUR/LWAL/DNO
0028000000000002e33d,MUR/LWAL/DNO
00280000000000030ec9,MCF/LWAL/DUC
"00280000000000018085",MUR/LWAL/DNO
00280000000000030f09,MCF/LWAL/DNO
00280000000000030f19,MUR/LWAL/DNO
0028000000000000c14b,MCF/LWAL/DNO
0028000000000000c153,MUR/LWAL/DNO
0028000000000000c19d,MUR/LWAL/DNO
0028000000000000c1c1,MUR/LWAL/DNO
0028000000000000c1e1,MUR/LWAL/DNO
0028000000000000c1e9,CR/LFINF/DNO
0028000000000000c207,MUR/LWAL/DNO
0028000000000000c22e,CR/LFINF/DNO
0028000000000002c124,CR/LFINF/DNO
0028000000000002c149,MUR/LWAL/DNO
0028000000000000852d,MCF/LWAL/DNO
"00280000000000008546",CR/LFINF/DNO
0028000000000002a2bd,MUR/LWAL/DNO
002800000000000058fd,MUR/LWAL/DNO
"00280000000000005901",MUR/LWAL/DNO
0028000000000002a2f8,MUR/LWAL/DNO
0028000000000002a305,MUR/LWAL/DNO
0028000000000000593c,CR/LWAL/DUC
"00280000000000005941",MUR/LWAL/DNO
0028000000000002a321,CR/LWAL/DUC
0028000000000001f242,MUR/LWAL/DNO
"00280000000000009811",MUR/LWAL/DNO
0028000000000001f28e,MCF/LWAL/DNO
0028000000000001f299,MUR/LWAL/DNO
0028000000000001f2c9,MUR/LWAL/DNO
0028000000000001f2cc,MUR/LWAL/DNO
00280000000000002a8d,CR/LFINF/DNO
00280000000000002abc,MUR/LWAL/DNO
00280000000000002ad5,CR/LFINF/DNO
00280000000000002ad6,MUR/LWAL/DNO
00280000000000002afc,MUR/LWAL/DNO
00280000000000002b13,MUR/LWAL/DNO
00280000000000002b1d,MUR/LWAL/DNO
"00280000000000028267",MUR/LWAL/DNO
00280000000000002b3e,MUR/LWAL/DNO
00280000000000002b6c,MUR/LWAL/DNO
0028000000000002829a,MUR/LWAL/DNO
"00280000000000035769",MUR/LWAL/DNO
0028000000000001b386,CR/LFINF/DNO
0028000000000001b38b,CR/LFINF/DNO
0028000000000003578b,MUR/LWAL/DNO
002800000000000357a7,MUR/LWAL/DNO
002800000000000357bd,MUR/LWAL/DNO
"002800000000000357d7",CR/LDUAL/DUC
"0028000000000001d320",CR/LFINF/DNO
"002800000000000384e3",CR/LFINF/DNO
"0028000000000001d331",MUR/LWAL/DNO
00280000000000013a07,MUR/LWAL/DNO
"00280000000000026296",MUR/LWAL/DNO
0028000000000002629e,MUR/LWAL/DNO
002800000000000262ab,MUR/LWAL/DNO
00280000000000013a3a,CR/LFINF/DNO
"002800000000000262e9",MUR/LWAL/DNO
00280000000000032c5b,MUR/LWAL/DNO
002800000000000194cb,MCF/LWAL/DUC
00280000000000032c87,CR/LFINF/DNO
00280000000000032c94,MUR/LWAL/DNO
00280000000000010b79,MUR/LWAL/DNO
002800000000000241c4,MUR/LWAL/DNO
00280000000000010bbd,CR/LFINF/DNO
"00280000000000017591",MUR/LWAL/DNO
002800000000000175da,MUR/LWAL/DNO
0028000000000002ffac,MUR/LWAL/DNO
0028000000000002ffb6,MUR/LWAL/DNO
0028000000000002ffc7,MUR/LWAL/DNO
0028000000000002ffd3,MUR/LWAL/DNO
0028000000000000e0a8,MUR/LWAL/DNO
"002800000000000224e6",MUR/LWAL/DNO
0028000000000000e0fa,CR/LFINF/DNO
0028000000000002250b,CR/LFINF/DNO
002800000000000155f8,CR/LFINF/DNO
0028000000000002d21c,MUR/LWAL/DNO
0028000000000001560d,MUR/LWAL/DNO
0028000000000002d26f,CR/LFINF/DNO
002800000000000205c8,CR/LFINF/DNO
002800000000000205de,MUR/LWAL/DNO
0028000000000000b389,CR/LFINF/DUC
0028000000000000b38f,CR/LFINF/DNO
0028000000000000b397,MUR/LWAL/DNO
0028000000000000b399,CR/LFINF/DNO
0028000000000000b3a3,MUR/LWAL/DNO
0028000000000000b3a9,CR/LFINF/DUC
0028000000000000b3c4,CR/LFINF/DNO
0028000000000002061c,MUR/LWAL/DNO
002800000000000046b2,CR/LFINF/DNO
0028000000000002966e,MUR/LWAL/DNO
"00280000000000004727",CR/LFINF/DNO
0028000000000000472d,MUR/LWAL/DNO
"00280000000000004759",CR/LFINF/DNO
"00280000000000007355",CR/LFINF/DNO
"00280000000000007379",MUR/LWAL/DNO
0028000000000000739b,MUR/LWAL/DNO
002800000000000073cf,CR/LWAL/DUC
00280000000000039fea,MUR/LWAL/DNO
0028000000000003a00e,MUR/LWAL/DNO
0028000000000003a00f,CR/LWAL/DUC
0028000000000003a01d,CR/LFINF/DUC
0028000000000003a023,MUR/LWAL/DNO
0028000000000003a041,MUR/LWAL/DNO
0028000000000001c79d,MUR/LWAL/DNO
0028000000000003746f,CR/LFINF/DNO
0028000000000001c7ce,MUR/LWAL/DNO
0028000000000001c7d0,MCF/LWAL/DNO
002800000000000374ab,MUR/LWAL/DNO
"00280000000000001861",MUR/LWAL/DNO
"00280000000000001890",MUR/LWAL/DNO
"00280000000000001895",MUR/LWAL/DNO
"00280000000000027552",CR/LFINF/DUC
002800000000000018ab,MUR/LWAL/DNO
002800000000000018ae,MUR/LWAL/DNO
00280000000000031b2e,CR/LFINF/DNO
"00280000000000018934",MCF/LWAL/DNO
00280000000000031b5e,MUR/LWAL/DNO
0028000000000001895a,CR/LFINF/DNO
00280000000000031b9e,CR/LFINF/DNO
00280000000000031ba3,CR/LFINF/DUC
002800000000000347b7,CR/LFINF/DNO
0028000000000001a81a,MUR/LWAL/DNO
"00280000000000034820",CR/LFINF/DNO
0028000000000003484d,MUR/LWAL/DNO
00280000000000012a3b,MUR/LWAL/DNO
"00280000000000025795",MUR/LWAL/DNO
0028000000000002ed8f,MUR/LWAL/DNO
0028000000000002edef,MUR/LWAL/DNO
0028000000000000fce4,MCF/LWAL/DNO
"00280000000000023826",CR/LFINF/DNO
"00280000000000023834",CR/LFINF/DUC
0028000000000000fd53,MUR/LWAL/DNO
"00280000000000023854",CR/LFINF/DNO
0028000000000000fd6c,CR/LFINF/DUC
0028000000000000fd6f,CR/LFINF/DNO
0028000000000000cea2,MUR/LWAL/DNO
0028000000000000cf46,CR/LFINF/DNO
0028000000000000cf4f,MUR/LWAL/DNO
"002800000000000218e3",CR/LFINF/DNO
002800000000000149f3,CR/LFINF/DNO
0028000000000003ad03,MCF/LWAL/DUC
0028000000000003ad25,CR/LFINF/DNO
00280000000000038fb6,MUR/LWAL/DNO
00280000000000038fd1,MUR/LWAL/DNO
0028000000000001db18,MUR/LWAL/DNO
0028000000000001db36,MUR/LWAL/DNO
0028000000000001fa27,MUR/LWAL/DNO
0028000000000000a2be,MUR/LWAL/DNO
0028000000000000a306,MUR/LWAL/DNO
0028000000000000a31a,MUR/LWAL/DNO
0028000000000000a31b,MUR/LWAL/DNO
0028000000000001fa96,MUR/LWAL/DNO
"00280000000000006120",CR/LFINF/DUC
0028000000000000619d,CR/LFINF/DNO
0028000000000000621e,CR/LDUAL/DUC
0028000000000001bc0f,MUR/LWAL/DNO
002800000000000363cc,MUR/LWAL/DNO
"002800000000000363d8",MCF/LWAL/DNO
"002800000000000363d9",MUR/LWAL/DNO
"00280000000000036417",MCF/LWAL/DUC
0028000000000001bc57,MUR/LWAL/DNO
"00280000000000036424",CR/LFINF/DNO
"00280000000000003494",MUR/LWAL/DNO
002800000000000034cb,MUR/LWAL/DNO
00280000000000024b27,MUR/LWAL/DNO
002800000000000118ed,MUR/LWAL/DNO
"00280000000000011922",MUR/LWAL/DNO
"00280000000000011927",CR/LFINF/DNO
"00280000000000000944",MUR/LWAL/DNO
00280000000000026aa3,MUR/LWAL/DNO
002800000000000009b3,MUR/LWAL/DNO
002800000000000009b6,CR/LWAL/DUC
00280000000000026ab5,MUR/LWAL/DNO
00280000000000026abe,MUR/LWAL/DNO
00280000000000026b07,MUR/LWAL/DNO
00280000000000019bce,MUR/LWAL/DNO
"00280000000000033692",MUR/LWAL/DNO
00280000000000019c0d,MCF/LWAL/DNO
"002800000000000336e7",CR/LFINF/DNO
0028000000000000ec79,MUR/LWAL/DNO
00280000000000022ce3,MUR/LWAL/DNO
00280000000000017d1b,MUR/LWAL/DNO
0028000000000000bee6,MUR/LWAL/DNO
0028000000000000bf0f,MUR/LWAL/DNO
00280000000000007c97,CR/LFINF/DNO
"00280000000000007d42",CR/LFINF/DNO
"00280000000000007d76",CR/LFINF/DNO
0028000000000002dabd,CR/LFINF/DNO
0028000000000002dae2,CR/LFINF/DUC
0028000000000002db0b,MUR/LWAL/DNO
0028000000000002db36,CR/LFINF/DNO
0028000000000002db6b,MUR/LWAL/DNO
0028000000000000925a,MUR/LWAL/DNO
0028000000000000925e,MUR/LWAL/DNO
"00280000000000009283",MCF/LWAL/DUC
0028000000000000929b,MUR/LWAL/DNO
002800000000000092cf,MUR/LWAL/DNO
"002800000000000092d9",CR/LFINF/DNO
002800000000000092ee,MUR/LWAL/DNO
"00280000000000005288",MUR/LWAL/DNO
0028000000000000529d,MUR/LWAL/DNO
002800000000000025c5,MUR/LWAL/DNO
00280000000000027ed2,MUR/LWAL/DNO
002800000000000025fa,MUR/LWAL/DNO
00280000000000027edf,MUR/LWAL/DNO
0028000000000001af8a,CR/LFINF/DNO
0028000000000001af93,MUR/LWAL/DNO
0028000000000001afa6,MR/LWAL/DNO
"00280000000000035279",MUR/LWAL/DNO
0028000000000003528b,MUR/LWAL/DNO
0028000000000001afde,MUR/LWAL/DNO
002800000000000352aa,CR/LFINF/DUC
0028000000000001ce6d,MUR/LWAL/DNO
00280000000000037f18,CR/LFINF/DNO
"00280000000000013579",MUR/LWAL/DNO
002800000000000135b3,MUR/LWAL/DNO
002800000000000135da,MUR/LWAL/DNO
00280000000000025f8a,MUR/LWAL/DNO
"00280000000000013606",CR/LDUAL/DUC
00280000000000018ee8,MUR/LWAL/DNO
"00280000000000032416",MUR/LWAL/DNO
0028000000000003243f,CR/LFINF/DNO
00280000000000018f65,CR/LFINF/DNO
0028000000000003245f,MUR/LWAL/DNO
0028000000000003246e,MUR/LWAL/DNO
002800000000000108c6,MUR/LWAL/DNO
00280000000000023fe8,MUR/LWAL/DNO
0028000000000001092e,MUR/LWAL/DNO
"00280000000000017025",CR/LDUAL/DUC
"00280000000000017048",CR/LFINF/DNO
0028000000000002f7ef,CR/LFINF/DNO
0028000000000002cbf2,MUR/LWAL/DNO
0028000000000002cbf8,MUR/LWAL/DNO
0028000000000002cc30,MUR/LWAL/DNO
002800000000000151bf,MUR/LWAL/DNO
0028000000000000ad20,MUR/LWAL/DNO
0028000000000000ada0,CR/LFINF/DNO
0028000000000000adaa,CR/LFINF/DNO
"00280000000000020204",CR/LFINF/DNO
"00280000000000020209",CR/LDUAL/DUC
0028000000000000dbd5,CR/LFINF/DNO
0028000000000002216c,MR/LWAL/DNO
0028000000000000dc04,MUR/LWAL/DNO
00280000000000006f22,MUR/LWAL/DNO
00280000000000006f7b,MUR/LWAL/DNO
00280000000000006f8d,MR/LWAL/DNO
00280000000000006f8e,CR/LFINF/DUC
00280000000000039a75,MUR/LWAL/DNO
00280000000000039a91,CR/LFINF/DNO
00280000000000039aa5,CR/LFINF/DNO
00280000000000039ab3,MUR/LWAL/DNO
0028000000000001e2ca,CR/LFINF/DNO
00280000000000039acc,MUR/LWAL/DNO
00280000000000039aeb,CR/LFINF/DNO
00280000000000039afd,CR/LFINF/DNO
"00280000000000004244",MUR/LWAL/DNO
002800000000000042ee,CR/LFINF/DNO
002800000000000042fc,CR/LFINF/DNO
0028000000000001c1f0,MUR/LWAL/DNO
0028000000000001c1fe,MR/LWAL/DNO
00280000000000036cd0,MUR/LWAL/DNO
00280000000000036cee,CR/LFINF/DNO
"00280000000000001583",CR/LFINF/DNO
002800000000000015bc,MUR/LWAL/DNO
"002800000000000015d2",MUR/LWAL/DNO
"00280000000000001608",MUR/LWAL/DNO
"00280000000000001615",CR/LFINF/DNO
"00280000000000034011",MUR/LWAL/DNO
002800000000000124fb,MUR/LWAL/DNO
"00280000000000012556",CR/LFINF/DNO
0028000000000001258c,MUR/LWAL/DNO
0028000000000001258f,MUR/LWAL/DNO
"00280000000000025437",MUR/LWAL/DNO
0028000000000001259e,MUR/LWAL/DNO
"00280000000000025448",CR/LWAL/DUC
002800000000000165f1,MUR/LWAL/DNO
"0028000000000002e961",MUR/LWAL/DNO
"0028000000000002e981",MUR/LWAL/DNO
0028000000000002e9a2,MUR/LWAL/DNO
"00280000000000031536",MUR/LWAL/DNO
"00280000000000031561",MCF/LWAL/DNO
"00280000000000031565",MUR/LWAL/DNO
"00280000000000031567",MUR/LWAL/DNO
002800000000000233b1,CR/LFINF/DUC
0028000000000000f6aa,MUR/LWAL/DNO
0028000000000000f6d4,MUR/LWAL/DNO
0028000000000000f6fd,MUR/LWAL/DNO
0028000000000002146a,MUR/LWAL/DNO
0028000000000000c8f7,MCF/LWAL/DNO
002800000000000214bd,MUR/LWAL/DNO
0028000000000000c92b,MUR/LWAL/DNO
0028000000000000c956,MUR/LWAL/DNO
0028000000000000c958,MUR/LWAL/DNO
00280000000000008f18,MUR/LWAL/DNO
00280000000000008f28,MUR/LWAL/DNO
002800000000000146a8,MUR/LWAL/DNO
00280000000000008f42,MUR/LWAL/DNO
002800000000000146c5,MUR/LWAL/DNO
00280000000000009b58,CR/LFINF/DNO
00280000000000009b61,MR/LWAL/DNO
00280000000000009bad,MUR/LWAL/DNO
00280000000000005efb,MUR/LWAL/DNO
00280000000000005f3c,MCF/LWAL/DNO
00280000000000005f79,CR/LFINF/DNO
00280000000000005f8c,MUR/LWAL/DNO
0028000000000002a6fe,MUR/LWAL/DNO
0028000000000001b7a5,MUR/LWAL/DNO
0028000000000001b7c5,MUR/LWAL/DNO
00280000000000035d8c,MUR/LWAL/DNO
00280000000000035dab,MUR/LWAL/DNO
0028000000000001b7f2,MUR/LWAL/DNO
00280000000000035dbb,MUR/LWAL/DNO
00280000000000035dc0,MCF/LWAL/DNO
00280000000000035dce,MUR/LWAL/DNO
00280000000000035ddb,MUR/LWAL/DNO
00280000000000035de0,CR/LFINF/DNO
00280000000000035dff,MUR/LWAL/DNO
"0028000000000001d579",MUR/LWAL/DNO
0028000000000003881b,MUR/LWAL/DNO
0028000000000003884c,CR/LFINF/DNO
"00280000000000038852",MUR/LWAL/DNO
0028000000000001d5c4,MUR/LWAL/DNO
"00280000000000038894",MUR/LWAL/DNO
"00280000000000038898",MUR/LWAL/DNO
0028000000000002871a,MUR/LWAL/DNO
"00280000000000003176",MUR/LWAL/DNO
"002800000000000031d6",MCF/LWAL/DUC
002800000000000031ed,MUR/LWAL/DNO
002800000000000031ff,CR/LFINF/DNO
0028000000000002877a,MCF/LWAL/DUC
"00280000000000003215",MUR/LWAL/DNO
002800000000000287ae,MR/LWAL/DNO
"002800000000000331e7",CR/LFINF/DNO
002800000000000198cb,MUR/LWAL/DNO
002800000000000198dc,MUR/LWAL/DNO
"00280000000000033219",CR/LFINF/DNO
"00280000000000033259",CR/LFINF/DUC
"00280000000000000426",MUR/LWAL/DNO
002800000000000004cb,MR/LWAL/DNO
0028000000000002671d,CR/LFINF/DNO
"0028000000000000e453",MUR/LWAL/DNO
0028000000000000e4b2,MUR/LWAL/DNO
0028000000000000e4b9,CR/LFINF/DNO
0028000000000002279f,MUR/LWAL/DNO
002800000000000227b9,MUR/LWAL/DNO
"00280000000000011258",MUR/LWAL/DNO
"00280000000000024677",MUR/LWAL/DNO
"00280000000000011289",MUR/LWAL/DNO
002800000000000112bd,CR/LFINF/DUC
002800000000000112c3,CR/LFINF/DNO
"002800000000000112e8",CR/LFINF/DNO
002800000000000179be,MUR/LWAL/DNO
0028000000000003051e,CR/LFINF/DNO
"00280000000000030548",MUR/LWAL/DNO
"00280000000000030558",CR/LFINF/DUC
"00280000000000030590",MUR/LWAL/DNO
00280000000000017a0b,CR/LFINF/DNO
00280000000000017a3b,MCF/LWAL/DNO
0028000000000000b68b,CR/LFINF/DNO
0028000000000000b6c7,MUR/LWAL/DNO
0028000000000002086b,CR/LDUAL/DUC
0028000000000000b71a,MCF/LWAL/DUC
002800000000000208bd,MUR/LWAL/DNO
"0028000000000002d811",MUR/LWAL/DNO
00280000000000015a76,MUR/LWAL/DNO
"0028000000000002d865",CR/LFINF/DNO
0028000000000002d8ad,CR/LFINF/DNO
0028000000000003a5b9,MUR/LWAL/DNO
0028000000000001ea9d,MUR/LWAL/DNO
0028000000000001eac2,CR/LDUAL/DUC
0028000000000001eac7,MUR/LWAL/DNO
0028000000000003a60d,MUR/LWAL/DNO
0028000000000001ead2,CR/LFINF/DNO
00280000000000029a8a,MUR/LWAL/DNO
"00280000000000004d36",MUR/LWAL/DNO
"00280000000000004d89",CR/LFINF/DUC
00280000000000029af4,MUR/LWAL/DNO
00280000000000004dc3,MUR/LWAL/DNO
00280000000000007a13,MCF/LWAL/DNO
00280000000000007a3f,MUR/LWAL/DNO
00280000000000007a47,CR/LFINF/DNO
00280000000000007a4f,MUR/LWAL/DNO
0028000000000002b9ea,CR/LFINF/DUC
00280000000000007a78,MUR/LWAL/DNO
00280000000000007a90,MUR/LWAL/DNO
0028000000000002ba03,MUR/LWAL/DNO
00280000000000007abf,MUR/LWAL/DNO
00280000000000007adf,MUR/LWAL/DNO
00280000000000007ae4,MUR/LWAL/DNO
00280000000000001fb1,MUR/LWAL/DNO
00280000000000001fee,CR/LFINF/DNO
00280000000000001ff0,CR/LFINF/DNO
00280000000000037a40,MUR/LWAL/DNO
00280000000000037a95,CR/LFINF/DNO
00280000000000037ac3,MUR/LWAL/DNO
0028000000000001cc04,CR/LDUAL/DUC
0028000000000001cc08,CR/LFINF/DNO
"00280000000000012d90",MUR/LWAL/DNO
002800000000000259f9,CR/LFINF/DUC
00280000000000012dcf,MUR/LWAL/DNO
00280000000000012df3,MUR/LWAL/DNO
00280000000000012dfe,MUR/LWAL/DNO
00280000000000018d6a,MUR/LWAL/DNO
"00280000000000018d72",MUR/LWAL/DNO
0028000000000003218e,MUR/LWAL/DNO
0028000000000001ac4a,MUR/LWAL/DNO
0028000000000001aca2,MR/LWAL/DNO
0028000000000001aca8,CR/LDUAL/DUC
"00280000000000034e25",MUR/LWAL/DNO
"00280000000000034e27",MUR/LWAL/DNO
0028000000000001009e,MUR/LWAL/DNO
002800000000000100da,MUR/LWAL/DNO
00280000000000023aa8,MUR/LWAL/DNO
"002800000000000100e8",MUR/LWAL/DNO
002800000000000100f6,MUR/LWAL/DNO
00280000000000023ae9,CR/LFINF/DUC
0028000000000002f507,MUR/LWAL/DNO
0028000000000002f50c,MR/LWAL/DNO
0028000000000002f528,CR/LFINF/DNO
0028000000000002f52b,MUR/LWAL/DNO
"00280000000000016e52",MUR/LWAL/DNO
0028000000000002c6a6,MUR/LWAL/DNO
0028000000000002c6bf,CR/LFINF/DNO
0028000000000002c6fd,CR/LFINF/DNO
0028000000000002c709,MUR/LWAL/DNO
0028000000000002c713,MUR/LWAL/DNO
0028000000000000d4fb,MUR/LWAL/DNO
"0028000000000000d526",MUR/LWAL/DNO
"0028000000000000d551",CR/LFINF/DNO
"0028000000000000d571",MCF/LWAL/DNO
"00280000000000021d28",MUR/LWAL/DNO
0028000000000000685c,MUR/LWAL/DNO
0028000000000000686e,MUR/LWAL/DNO
"00280000000000006896",MUR/LWAL/DNO
002800000000000068a6,MUR/LWAL/DNO
002800000000000068ad,CR/LFINF/DNO
002800000000000068b8,MUR/LWAL/DNO
"002800000000000068d1",CR/LFINF/DNO
0028000000000002adbf,CR/LFINF/DNO
002800000000000395a7,MUR/LWAL/DNO
0028000000000001df76,MUR/LWAL/DNO
"00280000000000039630",MUR/LWAL/DNO
"00280000000000039678",MUR/LWAL/DNO
0028000000000000a8e3,MUR/LWAL/DNO
0028000000000000a8eb,MUR/LWAL/DNO
0028000000000000a909,MUR/LWAL/DNO
0028000000000000a922,CR/LFINF/DNO
0028000000000001fed4,CR/LFINF/DNO
0028000000000000a966,MCF/LWAL/DNO
0028000000000001ff03,CR/LFINF/DUC
00280000000000003a55,MUR/LWAL/DNO
"00280000000000028d73",MUR/LWAL/DNO
"00280000000000028d74",MUR/LWAL/DNO
00280000000000003a5d,CR/LFINF/DNO
00280000000000003a6a,CR/LFINF/DNO
00280000000000003aac,MR/LWAL/DNO
002800000000000369ce,MUR/LWAL/DNO
00280000000000036a33,MUR/LWAL/DNO
"00280000000000033d47",MUR/LWAL/DNO
00280000000000033d4f,MUR/LWAL/DNO
"00280000000000033d55",MUR/LWAL/DNO
0028000000000001a0cf,MCF/LWAL/DNO
0028000000000001a0ea,MCF/LWAL/DNO
00280000000000033d9d,CR/LFINF/DNO
00280000000000033db6,MUR/LWAL/DNO
00280000000000033de5,MUR/LWAL/DNO
0028000000000001a0fd,CR/LFINF/DNO
00280000000000011f71,CR/LFINF/DNO
00280000000000000dc4,MUR/LWAL/DNO
00280000000000000dcc,MUR/LWAL/DNO
00280000000000000df7,MUR/LWAL/DNO
00280000000000026ded,MUR/LWAL/DNO
"00280000000000026e04",CR/LFINF/DUC
"00280000000000026e07",MUR/LWAL/DNO
00280000000000000e2e,CR/LFINF/DNO
002800000000000180df,MUR/LWAL/DNO
00280000000000030ff1,MUR/LWAL/DNO
"00280000000000018115",CR/LFINF/DNO
0028000000000003100e,MUR/LWAL/DNO
"00280000000000031050",MUR/LWAL/DNO
0028000000000003107b,MUR/LWAL/DNO
0028000000000000f268,CR/LFINF/DUC
002800000000000230cc,MUR/LWAL/DNO
0028000000000000f2b8,CR/LFINF/DUC
"002800000000000082e6",MUR/LWAL/DNO
002800000000000082eb,CR/LWAL/DUC
0028000000000002c039,MUR/LWAL/DNO
0028000000000002c045,MUR/LWAL/DNO
0028000000000000838d,MUR/LWAL/DNO
0028000000000002c06f,MUR/LWAL/DNO
"00280000000000008391",CR/LFINF/DNO
"00280000000000016104",MUR/LWAL/DNO
"00280000000000016130",CR/LFINF/DNO
0028000000000002e26b,CR/LFINF/DNO
"0028000000000002e287",CR/LFINF/DUC
0028000000000002122a,CR/LFINF/DUC
0028000000000000c563,MCF/LWAL/DUC
0028000000000000c5a7,MUR/LWAL/DNO
0028000000000000c5c1,MUR/LWAL/DNO
0028000000000000c5c4,CR/LFINF/DNO
"00280000000000009844",MUR/LWAL/DNO
0028000000000000984a,MUR/LWAL/DNO
"00280000000000009852",CR/LFINF/DUC
"00280000000000009898",CR/LFINF/DUC
002800000000000098b9,MUR/LWAL/DNO
"00280000000000009900",MUR/LWAL/DNO
"00280000000000009905",CR/LFINF/DNO
002800000000000056ab,MUR/LWAL/DNO
0028000000000002a176,MUR/LWAL/DNO
"00280000000000005741",CR/LFINF/DNO
0028000000000000575f,CR/LFINF/DNO
0028000000000001b3e9,MUR/LWAL/DNO
"00280000000000035801",CR/LFINF/DUC
0028000000000001b414,MUR/LWAL/DNO
"00280000000000035887",MUR/LWAL/DNO
002800000000000358b2,CR/LFINF/DUC
002800000000000358b5,MUR/LWAL/DNO
002800000000000358c4,MUR/LWAL/DNO
"00280000000000038543",MUR/LWAL/DNO
"0028000000000001d394",MUR/LWAL/DNO
"00280000000000038561",CR/LFINF/DUC
"00280000000000038574",MUR/LWAL/DNO
0028000000000001d3bc,MUR/LWAL/DNO
002800000000000385aa,CR/LFINF/DNO
002800000000000385ac,MUR/LWAL/DNO
00280000000000002baf,MUR/LWAL/DNO
002800000000000282eb,CR/LFINF/DNO
00280000000000002c03,MUR/LWAL/DNO
00280000000000002c18,CR/LFINF/DNO
00280000000000002c1d,MUR/LWAL/DNO
00280000000000002c31,MUR/LWAL/DNO
00280000000000002c32,MR/LWAL/DNO
00280000000000002c3b,CR/LFINF/DNO
00280000000000032af9,MUR/LWAL/DNO
00280000000000032b11,CR/LFINF/DNO
00280000000000032b32,MUR/LWAL/DNO
00280000000000032b44,CR/LFINF/DNO
0028000000000001941d,MUR/LWAL/DNO
00280000000000032bad,MUR/LWAL/DNO
00280000000000032bae,MUR/LWAL/DNO
00280000000000013b50,MUR/LWAL/DNO
002800000000000263b4,MCF/LWAL/DUC
0028000000000000001e,MUR/LWAL/DNO
0028000000000000002f,MUR/LWAL/DNO
00280000000000010eda,MUR/LWAL/DNO
0028000000000002441a,MUR/LWAL/DNO
00280000000000010f77,MUR/LWAL/DNO
00280000000000010f95,MUR/LWAL/DNO
0028000000000002fdef,CR/LWAL/DUC
0028000000000002fe0d,CR/LFINF/DNO
0028000000000000b3ec,MUR/LWAL/DNO
0028000000000000b3f3,MUR/LWAL/DNO
0028000000000000b476,CR/LFINF/DUC
0028000000000000b484,MUR/LWAL/DNO
0028000000000002068e,MUR/LWAL/DNO
002800000000000206a0,MUR/LWAL/DNO
"0028000000000000e181",CR/LFINF/DNO
0028000000000000e1e0,CR/LFINF/DNO
"0028000000000000e218",MUR/LWAL/DNO
0028000000000002258e,MR/LWAL/DNO
002800000000000225a9,MUR/LWAL/DNO
0028000000000002d01a,MUR/LWAL/DNO
"002800000000000154e0",MUR/LWAL/DNO
002800000000000154f1,MUR/LWAL/DNO
"0028000000000002d078",MUR/LWAL/DNO
0028000000000002d07e,CR/LFINF/DNO
002800000000000154f3,MUR/LWAL/DNO
0028000000000002d0e3,MUR/LWAL/DNO
0028000000000002d0ee,MUR/LWAL/DNO
0028000000000003a0c2,CR/LFINF/DNO
0028000000000003a108,MUR/LWAL/DNO
0028000000000003a120,CR/LFINF/DNO
0028000000000000740f,MUR/LWAL/DNO
0028000000000000746d,MR/LWAL/DNO
002800000000000074ab,CR/LFINF/DNO
00280000000000001c21,MUR/LWAL/DNO
00280000000000001c2a,MUR/LWAL/DNO
00280000000000001c33,CR/LFINF/DNO
"002800000000000277d8",MUR/LWAL/DNO
002800000000000277dc,MR/LWAL/DNO
"00280000000000004871",MCF/LWAL/DUC
"00280000000000004887",MUR/LWAL/DNO
002800000000000048b9,MR/LWAL/DNO
002800000000000048f6,CR/LFINF/DNO
"00280000000000004918",MUR/LWAL/DNO
"00280000000000004921",MR/LWAL/DNO
0028000000000000492b,MUR/LWAL/DNO
002800000000000297ce,MUR/LWAL/DNO
"002800000000000297e7",MUR/LWAL/DNO
